v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0017885 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039750 Control.ImpedeInterfereWith.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041894 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0012609 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0025359 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0013103 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043342 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0025382 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002604 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0046500 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041642 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039484 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042381 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032000 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0024723 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003783 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023993 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008667 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049275 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042896 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016084 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034871 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020189 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032554 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022175 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045857 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005497 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033388 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045592 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007353 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0021426 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041470 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0018123 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023236 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001274 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033711 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016680 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0024818 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049004 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015984 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019545 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0037636 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0021182 Movement.Transportation.PreventPassage
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0036814 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031089 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041850 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050760 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007932 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047916 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014018 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047615 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002369 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043339 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023559 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0046000 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0016026 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020756 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033203 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001380 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031116 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0022756 Contact.RequestCommand.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020769 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014396 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031010 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019115 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043330 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0036034 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019594 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039796 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011302 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034155 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031163 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0012466 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049273 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0006486 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004582 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008589 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014844 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047809 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0038128 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023070 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0034917 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0027194 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042407 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0037943 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005213 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0036048 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010752 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0008107 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0039840 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0048943 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041178 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0014861 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009621 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0044852 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049337 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042421 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0029544 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002291 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0027471 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050492 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028028 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028242 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045450 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000220 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047676 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009583 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0025007 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028754 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004717 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000666 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0033986 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019218 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019765 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041218 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0041112 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028731 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028423 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020537 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019662 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0017297 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0021217 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015004 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004447 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0019173 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0032514 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0023227 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045971 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007363 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0017480 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005342 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002730 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0013442 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011217 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0028446 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001445 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0035158 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043806 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010478 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0042804 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0031111 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050090 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000652 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020353 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005590 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0043863 Contact.Contact.Unspecified
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001272 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0050669 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001272 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0001272 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0047924 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002753 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003133 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015353 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003133 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0020762 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003133 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0038720 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003133 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002730 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003133 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000282 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0003680 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000282 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0026851 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000220 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0021396 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000666 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004519 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005342 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004597 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0004597 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0045517 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005080 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005080 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009621 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005080 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005249 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0005249 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0002331 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0007311 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0015630 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009316 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0009316 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010421 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010421 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010421 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049275 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010880 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000220 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010880 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0010880 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011112 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000282 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011112 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000666 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011112 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000220 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011112 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011575 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0049971 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011575 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000220 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011575 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000282 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011575 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011980 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000040 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0011980 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0029143 Temporal_Order
e caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0012332 caci:Schemas/Instantiated/cluster_6/Steps/EN_Event_0000132 Temporal_Order
