t # 0
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000621 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0001292 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0014720 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0018065 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030358 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044228 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0049107 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0021990 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0046292 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042669 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0027865 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000034 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044540 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041164 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000984 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0039773 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0026718 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0025361 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044425 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0007708 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030266 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0037309 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0004630 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0038875 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0030686 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0016721 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0023931 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044163 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0000255 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0010808 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0002019 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0048258 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0041813 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0044089 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0034164 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0036971 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0017516 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_11/Steps/EN_Event_0042518 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047396 GenericCrime.GenericCrime.GenericCrime
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026707 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027513 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0017191 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019937 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048930 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047005 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0042903 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006858 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041965 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0034941 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0043093 Personnel.StartPosition.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0024821 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027520 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0031416 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0037307 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0028909 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048574 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013051 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001065 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0040522 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0038709 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049721 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006206 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048455 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0018644 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015722 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0036654 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0044993 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0030767 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0021314 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046958 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Conflict.Attack.DetonateExplode
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006271 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000927 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000433 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004222 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049558 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0029660 ArtifactExistence.DamageDestroyDisableDismantle.Destroy
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0022808 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047873 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0024388 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026970 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011254 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048854 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012736 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026815 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0018205 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0036079 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049666 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0020417 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0016573 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0030518 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0038827 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041097 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006991 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0034198 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0018814 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010221 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0036931 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046327 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0032454 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026547 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0005409 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047686 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012707 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015118 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002352 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0045156 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0018279 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002654 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013665 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0037209 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0025661 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0029415 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023316 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048504 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0029001 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0045634 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0035345 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0025663 Contact.Contact.Correspondence
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046531 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0042739 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0040198 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006798 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041116 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019745 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0025258 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010937 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012073 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0031620 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0031085 Contact.Contact.Broadcast
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004049 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0034112 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026137 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048038 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0005751 Personnel.EndPosition.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0050553 GenericCrime.GenericCrime.GenericCrime
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004199 Medical.Intervention.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0050449 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0038631 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046295 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001875 Conflict.Demonstrate.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0038522 Movement.Transportation.Evacuation
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015867 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011381 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0050401 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026388 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027172 Contact.RequestCommand.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027953 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023741 Justice.InvestigateCrime.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011025 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010311 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0043310 Justice.Convict.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0016506 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0022706 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027909 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049036 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0042325 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0017543 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0030320 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004009 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046176 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001556 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027010 Life.Injure.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041106 Movement.Transportation.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000628 Justice.ReleaseParole.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0020665 Life.Die.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0039281 Conflict.Attack.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023082 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0029746 Contact.Contact.Meet
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010390 Transaction.ExchangeBuySell.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023373 Contact.Contact.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001998 Justice.ChargeIndict.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012070 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015935 Justice.TrialHearing.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002502 Justice.Sentence.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014575 Justice.ArrestJailDetain.Unspecified
v caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006091 Contact.Contact.Unspecified
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0005087 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006091 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0005087 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000628 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0050553 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0005751 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0035345 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049721 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0049666 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047396 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006201 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000927 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0025663 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0022706 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0034112 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0016506 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001065 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027010 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046176 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013665 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015867 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0030320 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007220 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0020417 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0007653 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0026707 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011150 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0037209 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011150 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004222 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011150 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011538 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048455 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011538 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0027513 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011538 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0017191 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010311 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0042325 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001556 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0010937 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041106 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0029746 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001998 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023373 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012070 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015935 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002502 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000927 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0004009 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019937 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019745 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002352 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012073 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0013657 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0048930 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014110 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0047005 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014110 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0042903 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000628 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0018644 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0001556 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023082 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0046958 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0015722 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0014215 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0006858 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019193 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0039281 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019193 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000628 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019226 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0002654 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019507 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019507 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0036654 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0019507 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0041965 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023515 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0034941 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023515 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0000095 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0023515 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0012736 Temporal_Order
e caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0024359 caci:Schemas/Instantiated/cluster_12/Steps/EN_Event_0011025 Temporal_Order
